<t>CREATE TABLE Project (project_id INT PRIMARY KEY, project_name VARCHAR(255) NOT NULL, project_location VARCHAR(255) NOT NULL)
CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT INSERT, UPDATE ON Contractor TO user2</s>
<t>CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant insert, update on contractor to user2</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)</t><s>grant delete on material to user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

CREATE TABLE Material (id INT PRIMARY KEY, name VARCHAR(255), type VARCHAR(50), quantity INT, unit_of_measure VARCHAR(20)</t><s>GRANT DELETE ON Material TO user3</s>
<t>CREATE TABLE Contractor (id INT PRIMARY KEY, name VARCHAR(255), license_number VARCHAR(50), contact_person VARCHAR(255), contact_number VARCHAR(15)

CREATE TABLE Task (id INT PRIMARY KEY, name VARCHAR(255), description TEXT, status VARCHAR(20), project_id INT)

CREATE TABLE Project (id INT PRIMARY KEY, name VARCHAR(255), location VARCHAR(255), start_date DATE, end_date DATE)

