<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games ADD COLUMN platform STRING</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games add column platform string</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games MODIFY COLUMN release_year YEAR</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games modify column release_year year</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games DROP COLUMN genre</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games drop column genre</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE players ADD COLUMN player_score INT NOT NULL</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table players add column player_score int not null</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE players ADD COLUMN player_score INT NOT NULL</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table players add column player_score int not null</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE games ADD COLUMN rating DECIMAL(3,2)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table games add column rating decimal(3,2)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE games ADD COLUMN rating DECIMAL(3,2)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table games add column rating decimal(3,2)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE players ADD CONSTRAINT fk_game FOREIGN KEY (game_id) REFERENCES games(game_id)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table players add constraint fk_game foreign key (game_id) references games(game_id)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE players ADD CONSTRAINT fk_game FOREIGN KEY (game_id) REFERENCES games(game_id)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table players add constraint fk_game foreign key (game_id) references games(game_id)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>ALTER TABLE Player ADD COLUMN Gender VARCHAR(10);</s>
<t>CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);</t><s>alter table player add column gender varchar(10);</s>
<t>CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));</t><s>ALTER TABLE Game ADD COLUMN Publisher VARCHAR(50);</s>
<t>CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));</t><s>alter table game add column publisher varchar(50);</s>
<t>CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

CREATE TABLE GameReview (ReviewID INT PRIMARY KEY, GameID INT, PlayerID INT, Rating INT, ReviewText TEXT, FOREIGN KEY (GameID) REFERENCES Game(GameID), FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));

CREATE TABLE PlayerInventory (InventoryID INT PRIMARY KEY, PlayerID INT, ItemName VARCHAR(50), Quantity INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID));</t><s>ALTER TABLE Game ADD COLUMN Publisher VARCHAR(50);</s>
<t>CREATE TABLE Player (PlayerID INT PRIMARY KEY, PlayerName VARCHAR(50), Age INT, Email VARCHAR(50), HighScore INT);

CREATE TABLE Game (GameID INT PRIMARY KEY, GameName VARCHAR(50), ReleaseDate DATE, Genre VARCHAR(50), Platform VARCHAR(50);

CREATE TABLE PlayerGameHistory (PlayerID INT, GameID INT, PlayTimeInHours INT, Score INT, FOREIGN KEY (PlayerID) REFERENCES Player(PlayerID), FOREIGN KEY (GameID) REFERENCES Game(GameID));

